,annotated_is_accurate_level,annotated_is_accurate,annotated_is_artifacts,annotated_is_artifacts_level,annotated_is_visualy_consistence,annotated_is_good_quality,annotated_is_extensive_difference_caption_accurate,metadata_annotated_difference_caption_explanation,metadata_annotated_visualy_consistence_explanation,metadata_annotated_good_quality_explanation,instruction,rich_instruction,artifacts_bboxes,extensive_caption,caption,action,id,split,Image1,Image2,Answer.taskAnswers,metadata_annotated_is_accurate_level,metadata_annotated_is_accurate,metadata_annotated_is_artifacts,metadata_annotated_is_artifacts_level,metadata_annotated_is_visualy_consistence,metadata_annotated_is_good_quality,metadata_annotated_is_extensive_difference_caption_accurate,annotators
86,2,True,True,2,False,True,False,"['Cat food and treats were added behind the cat, replacing a lot of the items in the background. Animals were also added, one cat on the right side of the photo, and two animals inside a cabinet in the background. The stuffed toys were all removed, replaced by some packets of cat food and some unrecognizable objects. The black plant vase on the upper right side of the photo, the TV, and several containers have all been altered in appearance.', ""Cat food and treats were added to the desk, enhancing the cat's environment. The toys which were on the desk have all been removed, and what appear to be two cats have been added to the small bureau in the back.  The stuffed animals on the right of the desk have been replaced by human snacks, and the toy mouse has been turned into a mouse-cat hybrid abomination.  The remove which was on the desk has been completely removed, replaced by a small piece of wood."", 'Cat food and treats replace the group of toys behind the mouse and big cat. A group of cats replace the objects inside the cabinet behind the cat food.   The white stuffed animal on the right is replaced with a rabbit and The objects around it are all shifted to something different.']","['The cat food appearing to have inconsistent shapes. The added animals in the background have no consistent body shape and facial features.', 'The cat treats look overly large and are barely recognizable as such.', ""Some of the cat food is oddly shaped  and doesn't seem to be in a natural area or container.""]","['The added animals are blurry compared to the rest of the photo.', 'The back treats are blurry.', '']",let there be cat food and cat treats,Add cat food and cat treats to the desk where the cat is lying.,[],"Cat food and treats were added to the desk, enhancing the cat's environment.",Cat food and treats were added to the scene.,Add,360805_let there be cat food and cat treats_3,test,https://d3f6n9ckq6wheg.cloudfront.net/360805_let+there+be+cat+food+and+cat+treats_3_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_let%20there%20be%20cat%20food%20and%20cat%20treats.png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The added animals are blurry compared to the rest of the photo."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":true},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""Cat food and treats were added behind the cat, replacing a lot of the items in the background. Animals were also added, one cat on the right side of the photo, and two animals inside a cabinet in the background. The stuffed toys were all removed, replaced by some packets of cat food and some unrecognizable objects. The black plant vase on the upper right side of the photo, the TV, and several containers have all been altered in appearance."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The cat food appearing to have inconsistent shapes. The added animals in the background have no consistent body shape and facial features.""}]","[2, 2, 2]","[True, True, False]","[True, True, True]","[2, 2, 2]","[False, False, False]","[True, True, False]","[False, True, False]","[4, 1, 3]"
87,2,True,False,1,False,True,False,"['The KeyBank logo, a red key with a white cross and the word ""KeyBank"" written in black text, enclosed in a red oval, was replaced with a yellow and black smiley face. The edge of the oval is distorted. Other than the edit, the image is distorted slightly at various places. ', ""The KeyBank signage has been changed with a yellow smile face with black illegible labels on the left side and right side. There's a red circle appearing on the lower left side of the smile face."", 'The KeyBank logo, a red key with a white cross and the word ""KeyBank"" written in black text, enclosed in a red oval, was replaced with a smiley face with a red octagon on its left and unreadable letters on each side of the eyes of the smiley face.']","['The eyes look smudged. There are odd, unclear designs and patches to the left and right of the smiley face. ', 'The labels on the signage have no consistent letter shapes. The smile also has an inconsistent shape and texture.', ' a random octagon and unknown words were added within the sign.']","['The resolution of the edit looks low and the edit looks patchy. ', 'The smile and the label on the signage has a low resolution. ', 'The smiley face has bad resolution quality compared to were it should be.']",Replace the logo on the sign with a smiley face.,"Replace the KeyBank logo, which is a red key with a white cross on it and the word ""KeyBank"" written in black text below the key, enclosed in a red oval, with a black smiley face on a white background.",[],"The KeyBank logo, a red key with a white cross and the word ""KeyBank"" written in black text, enclosed in a red oval, was replaced with a black smiley face on a white background.",The KeyBank logo was replaced with a smiley face.,Replace,400922_Replace the logo on the sign with a smiley face._1,test,https://d3f6n9ckq6wheg.cloudfront.net/400922_Replace+the+logo+on+the+sign+with+a+smiley+face._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Replace%20the%20logo%20on%20the%20sign%20with%20a%20smiley%20face..png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The resolution of the edit looks low and the edit looks patchy. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The KeyBank logo, a red key with a white cross and the word \""KeyBank\"" written in black text, enclosed in a red oval, was replaced with a yellow and black smiley face. The edge of the oval is distorted. Other than the edit, the image is distorted slightly at various places. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The eyes look smudged. There are odd, unclear designs and patches to the left and right of the smiley face. ""}]","[2, 2, 2]","[True, True, True]","[False, False, False]","[1, 1, 1]","[False, False, False]","[True, True, True]","[False, False, False]","[2, 4, 3]"
88,0,False,False,0,False,False,False,"['Nothing was changed in the scene. ', 'Everything in the image stays exactly the same.', ""The man's expression was altered almost imperceptibly, and the texture of his shirt was made very slightly more grainy, instead of the man being made to look at the camera.""]","['', 'nothing changes within the image.', ""The man's glance has not changed.""]","['', 'No edit was made in the image.', '']",let the man look at the camera,Change the direction of the man's gaze from looking down to looking at the camera.,[],The man who was previously looking down is now looking at the camera.,The man's gaze was redirected towards the camera.,Change Attribute,262686_let the man look at the camera_2,test,https://d3f6n9ckq6wheg.cloudfront.net/262686_let+the+man+look+at+the+camera_2_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_let%20the%20man%20look%20at%20the%20camera.png,"[{""DispenseROPTrigger"":""0"",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":true,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":true,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""Nothing was changed in the scene. "",""is_good_quality"":{""good_quality"":true,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":false,""visualy_consistence"":true}}]","[0, 0, 0]","[True, True, True]","[False, False, False]","[0, 0, 1]","[True, False, False]","[False, True, False]","[False, False, False]","[4, 3, 1]"
89,0,False,False,1,False,True,False,"['The coffee table has been changed with a different texture. The ash tray has been removed. The appearance of the remote and the plant vase has also been removed. The glass countertop has been changed to a gray one.', 'The transparent glass top of the coffee table was turned opaque, and the objects on the table were altered to be unrecognizable shapes, with a small place mat added in front of the plant, which had its leaves smoothed and blurred out.', 'The white wicker coffee table with a glass top was shifted and changed to have a foggy harder to see through top. The basket of the plant was changed to a pot and the other items on the table were replaced with different items. The details of the curtain are mildly shifted.']","['The table has an inconsistent shape for its legs and upper portion. The remote and the white vase also have unrecognizable shapes. ', '', 'The table has been changed, but is still there instead of being removed.']","['The table, vase, and other items on top of the table has a blurry resolution. ', '', 'There is too much blur in the area of the table.']",delete the table,Remove the white wicker coffee table with a glass top and a shelf underneath from the image.,"[{'class': 'cushion', 'detail1_bbox': [[715, 705, 928, 799]], 'detail2_bbox': [[728, 707, 928, 797]]}]",The white wicker coffee table with a glass top was removed from the image.,The table was removed.,Remove,409050_delete the table_1,test,https://d3f6n9ckq6wheg.cloudfront.net/409050_delete+the+table_1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_delete%20the%20table.png,"[{""DispenseROPTrigger"":""1"",""good_quality_explanation"":""The table, vase, and other items on top of the table has a blurry resolution. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":false,""partially_accurate"":true},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The coffee table has been changed with a different texture. The ash tray has been removed. The appearance of the remote and the plant vase has also been removed. The glass countertop has been changed to a gray one."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The table has an inconsistent shape for its legs and upper portion. The remote and the white vase also have unrecognizable shapes. ""}]","[1, 0, 0]","[True, True, True]","[False, False, False]","[1, 1, 1]","[False, True, False]","[True, False, True]","[False, False, False]","[4, 1, 3]"
90,0,False,True,2,False,False,False,"['The lights and the silhouettes of the cars in the street have changed in color, location, and sizes. The lights on the sides of the street have also slightly been altered. ', 'All the lights in the street are shifted and the blue square area on the right side is now white.', 'The vehicles in the road are altered. The road on the bottom left side is changed; darkened, white horizontal line added, the two small black poles are changed to one large black pole. The bottom part of the traffic poles on the left and right are altered. The lights on the buildings on the left and right are distorted. The yellow street lights on the top left and right, the trees nearby are distorted. ']","['The shapes of the cars on the street are inconsistent with the original.', 'Everything in the street is still there. ', 'The vehicles are not removed, and the road is not made empty. Some vehicles are modified, while some vehicles are distorted and blurred. ']","['', '', 'The vehicles look blurry. ']",make the street empty,Remove all the cars from the street to make it appear empty.,[],"All cars were removed from the street, making it appear empty.",Cars were removed from the street.,Remove,360449_make the street empty_1,test,https://d3f6n9ckq6wheg.cloudfront.net/360449_make+the+street+empty_1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_make%20the%20street%20empty.png,"[{""DispenseROPTrigger"":""0"",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":true,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":true},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The lights and the silhouettes of the cars in the street have changed in color, location, and sizes. The lights on the sides of the street have also slightly been altered. "",""is_good_quality"":{""good_quality"":true,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The shapes of the cars on the street are inconsistent with the original.""}]","[0, 0, 0]","[True, True, True]","[True, False, True]","[2, 1, 2]","[False, False, False]","[False, False, True]","[False, False, False]","[4, 3, 2]"
91,3,True,True,2,True,False,False,"['A drone was added on the image. Four audience members behind the drone got removed. There is a modification of the t-shirt of the man behind the audience member with a blue hat. The edge of the playing field appearing in front of the audience member has been altered as well, around the area near the drone.', 'A drone flying in the air was added to the image of people playing baseball. The people that were in the area behind the drone are removed.', 'A drone flying in the air was added to the image. The background behind the drone is altered; the people are removed and replaced by black background. the mesh is altered, the right side of the two men on the left side of the drone is distorted and looks smudged, odd patches are added under the drone, the brown ground nearby is distorted and smoothed. Other than these changes, the image is blurred at some places. ']","['', '', 'The texture of the drone is smooth. The bottom edges look rough. ']","['', '', 'The resolution is lower. The edit is smooth. ']",Add a flying drone.,Add a flying drone to the image of people riding a roller coaster.,"[{'class': 'person', 'detail1_bbox': [[713, 246, 805, 314]], 'detail2_bbox': [[575, 267, 599, 288], [611, 252, 624, 258], [599, 181, 726, 264]]}, {'class': 'person', 'detail1_bbox': [[705, 177, 838, 302]], 'detail2_bbox': [[808, 236, 936, 329]]}, {'class': 'person', 'detail1_bbox': [[705, 177, 838, 302]], 'detail2_bbox': [[575, 267, 599, 288], [611, 252, 624, 258], [599, 181, 726, 264]]}, {'class': 'person', 'detail1_bbox': [[592, 232, 682, 304]], 'detail2_bbox': [[575, 267, 599, 288], [611, 252, 624, 258], [599, 181, 726, 264]]}, {'class': 'person', 'detail1_bbox': [[658, 261, 676, 289], [590, 181, 678, 289]], 'detail2_bbox': [[575, 267, 599, 288], [611, 252, 624, 258], [599, 181, 726, 264]]}]",A drone flying in the air was added to the image of people riding a roller coaster.,A drone was added to the scene.,Add,426052_Add a flying drone._1,test,https://d3f6n9ckq6wheg.cloudfront.net/426052_Add+a+flying+drone._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Add%20a%20flying%20drone..png,"[{""DispenseROPTrigger"":""3"",""is_accurate"":{""accurate"":true,""accurate_but_unexpected"":false,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":true},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""A drone was added on the image. Four audience members behind the drone got removed. There is a modification of the t-shirt of the man behind the audience member with a blue hat. The edge of the playing field appearing in front of the audience member has been altered as well, around the area near the drone."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":false,""visualy_consistence"":false}}]","[3, 3, 2]","[True, True, True]","[True, True, False]","[2, 1, 2]","[True, True, False]","[False, False, True]","[False, False, False]","[4, 3, 2]"
92,2,True,False,1,False,True,True,"['A bowl was added to the gas stove in the kitchen. An orange blob appears on top of the bowl. The tiles on the wall appearing near the bowl has been changed, where one tile got broken.', 'A bowl was added to the gas stove in the kitchen. The area around the bowl is little distorted and blurred. Grey patches are added on the wall behind the bowl. The countertop edge in front of the bowl is lightened.  Other than the edit, the whole image is lightly blurred. ', 'A bowl was added to the gas stove in the kitchen. The wall behind the bowl has a marking added to it.']","['The bowl has an inconsistent shape, appearing to also be too big in size compared to regular bowls.', 'The shape of the bowl is not proportionate and it looks distorted. The size of the bowl looks a little big. The bowl looks blurry and the detailing is not clear. The top edges look very blurry. ', ""A strange orange lining is added above the back in of the bowl that doesn't fit with the rest of the bowl.""]","['The bowl has a blurry resolution and in low quality.', 'The bowl is blurry and has lower resolution than the rest of the image. ', '']",add bowl on the stove,Add a bowl to the gas stove on the wooden countertop in the kitchen.,"[{'class': 'stove', 'detail1_bbox': [[462, 522, 667, 564]], 'detail2_bbox': [[464, 517, 666, 562]]}, {'class': 'stove', 'detail1_bbox': [[462, 522, 667, 564]], 'detail2_bbox': [[464, 517, 666, 562]]}]",A bowl was added to the gas stove in the kitchen.,A bowl was added to the stove.,Add,401822_add bowl on the stove_2,test,https://d3f6n9ckq6wheg.cloudfront.net/401822_add+bowl+on+the+stove_2_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_add%20bowl%20on%20the%20stove.png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The bowl has a blurry resolution and in low quality."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":true,""extensive_difference_caption_not_accurate"":false},""is_extensive_difference_caption_accurate_explenation"":""A bowl was added to the gas stove in the kitchen. An orange blob appears on top of the bowl. The tiles on the wall appearing near the bowl has been changed, where one tile got broken."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The bowl has an inconsistent shape, appearing to also be too big in size compared to regular bowls.""}]","[2, 2, 2]","[False, False, False]","[False, True, True]","[1, 1, 1]","[False, False, False]","[True, True, False]","[True, True, True]","[4, 2, 3]"
93,2,True,False,1,False,True,False,"['The octagonal red stop sign was replaced with an exit sign. The color of the sign is changed a bit and it looks smooth. The octagonal shape of the sign is altered and distorted; the edges are smudged and not straight, the two grey circles on top and bottom are removed. Overall, the exit sign looks distorted and unclear.  The area on the bottom left of the sign is altered and distorted. Other than the edit, the image is distorted slightly at various places. ', 'The octagonal red stop sign was replaced with a exit sign. The area of the house and tree around the immediate area right of the sign are shifted.', 'The red stop sign was changed into a red exit sign. The surrounding branches and leaves of trees and the house in the background have a slightly different appearance, around the area surrounding the exit sign.']","['The EXIT is distorted and not clear. It looks smudgy. The edges are uneven. ', 'The shape of the sign was shifted and the texture of the word ""exit"""" is off. Some of the edge line is missing from the sign.', ""The shape of the sign and the text isn't consistent with real life exit road signs. ""]","['The resolution of the letters is low. It also looks smooth. ', 'The resolution and smoothness of the sign are bad.', 'The exit sign has a blurry resolution.']",change the stop sign into an exit sign,"Replace the octagonal red sign with white lettering that says ""STOP"" with a two-part exit sign. The top part of the new sign is a red square with a white arrow pointing up, and the bottom part is a green rectangle with white lettering.",[],The octagonal red stop sign was replaced with a two-part exit sign.,The stop sign was replaced with an exit sign.,Replace,558538_change the stop sign into an exit sign_1,test,https://d3f6n9ckq6wheg.cloudfront.net/558538_change+the+stop+sign+into+an+exit+sign_1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_change%20the%20stop%20sign%20into%20an%20exit%20sign.png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The resolution of the letters is low. It also looks smooth. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The octagonal red stop sign was replaced with an exit sign. The color of the sign is changed a bit and it looks smooth. The octagonal shape of the sign is altered and distorted; the edges are smudged and not straight, the two grey circles on top and bottom are removed. Overall, the exit sign looks distorted and unclear.  The area on the bottom left of the sign is altered and distorted. Other than the edit, the image is distorted slightly at various places. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The EXIT is distorted and not clear. It looks smudgy. The edges are uneven. ""}]","[2, 2, 2]","[False, False, False]","[False, False, False]","[1, 1, 1]","[False, False, False]","[True, True, True]","[False, False, False]","[2, 3, 4]"
94,2,True,False,1,False,False,False,"['The colorful towel on the beach was replaced with a sandcastle. There is an added blue goggles on the upper right side of the sandcastle. A blue blob was added on the left side of the sandcastle. Another tiny blue blob appearing on the center of the image. The surrounding sand, as well as the bottom part of the rock behind the sandcastle have been slightly changed too. ', 'The colorful towel on the beach, and all items sitting over it, are replaced with a sandcastle. A blue item is added behind the blue and black backpack. The sand and open area in front of the shadowy rock area, along with the rock walls, are shifted.', 'The colorful towel on the beach along with the objects on the towel are replaced with a sandcastle. The sand around the towel is altered; the sand color and sand pattern changed, the texture is different. The base of the middle rock is distorted and blurred. The top edge of the slippers are distorted and blurred. The top left corner of the blue and black bag is distorted. The shadow between the middle and right rock is altered. Other than that, the entire image is slightly blurred.  ']","['The color of the sand of the sandcastle differs from the rest of the sand in the photo. ', ""The sandcastle's color is different from the sand around it. "", 'The sandcastle appears smooth and patchy. The detailing is blurry. A blue patch is added on the left of the sandcastle. An odd blue object is added on the right side of the sand castle. A small blue patch is added ain the bottom middle of the edit. ']","['', '', 'The resolution is low and the edit is blurry. ']",let the towel be changed into a sandcastle,Replace the colorful towel on the beach with a sandcastle.,"[{'class': 'sandal_(type_of_shoe)', 'detail1_bbox': [[694, 658, 831, 736]], 'detail2_bbox': [[694, 653, 831, 736]]}, {'class': 'sandal_(type_of_shoe)', 'detail1_bbox': [[694, 658, 831, 736]], 'detail2_bbox': [[694, 653, 831, 736]]}]",The colorful towel on the beach was replaced with a sandcastle.,The towel was replaced with a sandcastle.,Replace,318815_let the towel be changed into a sandcastle_2,test,https://d3f6n9ckq6wheg.cloudfront.net/318815_let+the+towel+be+changed+into+a+sandcastle_2_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_let%20the%20towel%20be%20changed%20into%20a%20sandcastle.png,"[{""DispenseROPTrigger"":""2"",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":true,""extensive_difference_caption_not_accurate"":false},""is_extensive_difference_caption_accurate_explenation"":""The colorful towel on the beach was replaced with a sandcastle. There is an added blue goggles on the upper right side of the sandcastle. A blue blob was added on the left side of the sandcastle. Another tiny blue blob appearing on the center of the image. The surrounding sand, as well as the bottom part of the rock behind the sandcastle have been slightly changed too. "",""is_good_quality"":{""good_quality"":true,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The color of the sand of the sandcastle differs from the rest of the sand in the photo. ""}]","[2, 2, 2]","[False, False, False]","[True, True, False]","[1, 1, 2]","[False, False, False]","[False, False, True]","[True, False, False]","[4, 3, 2]"
95,0,False,True,2,False,True,False,"['The reflection of the bottles in the mirror has been changed into a cat. The white towel in the reflection was removed. The texture of the bezel of the mirror, as well as the metal part sticking out on the lower right side has their texture changed as well.', 'The reflections on the large bathroom mirror were changed. The entire image, other than the mirror, is slightly blurred at some places. ', 'The reflection of the large bathroom mirror was has the bottles and wall corner removed to instead show a cat. The sink handle is also removed from the mirror and replaced with a white topped bottle.']","['', 'The mirror is not made smaller. The reflections in the mirror are changed. The edges of the mirror are distorted. The scratches on the bottom of the mirror are removed. The bottle reflections on the right side of the mirror are changed to a cat reflection. The white curtain reflection on the mirror is modified and looks flat without folds. The bottle and the tap reflection at the bottom are changed and the tap looks clearer. The tap reflection is not consistent with the tap in front of the mirror. The small silver rectangle near the cat reflection has been changed a little. The panel at the bottom of the mirror is altered and the shadings are modified. ', ""The size of the mirror didn't change. ""]","['The reflection of the cat is too blurry and has a low resolution. ', '', 'A bit too much blur was used in different areas of the mirror.']",Can the mirror be smaller?,Reduce the size of the bathroom mirror while maintaining its white frame and the reflection of the person and the bathroom.,"[{'class': 'bottle_cap', 'detail1_bbox': [[5, 606, 53, 653]], 'detail2_bbox': [[6, 623, 55, 656]]}, {'class': 'bottle_cap', 'detail1_bbox': [[5, 606, 53, 653]], 'detail2_bbox': [[6, 623, 55, 656]]}]",The large bathroom mirror was reduced in size.,The mirror was made smaller.,Change Attribute,167529_Can the mirror be smaller?_3,test,https://d3f6n9ckq6wheg.cloudfront.net/167529_Can+the+mirror+be+smaller$7_3_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Can%20the%20mirror%20be%20smaller%3F.png,"[{""DispenseROPTrigger"":""0"",""good_quality_explanation"":""The reflection of the cat is too blurry and has a low resolution. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":true,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":true},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The reflection of the bottles in the mirror has been changed into a cat. The white towel in the reflection was removed. The texture of the bezel of the mirror, as well as the metal part sticking out on the lower right side has their texture changed as well."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":false,""visualy_consistence"":true}}]","[0, 0, 0]","[False, True, False]","[False, True, False]","[2, 2, 2]","[True, False, False]","[True, False, True]","[False, False, False]","[4, 2, 3]"
96,2,True,True,2,False,False,True,"['The hay on the scene was changed into an orange rock. Another smaller rock was added in front of the orange rock. The blue pole on the immediate side of the orange rock has a different texture, as well as the surrounding dirt at the bottom of the rock, now showing a small shadow. ', '', 'A rock was added to the scene, positioned next to the baby elephant. A blurry grey and yellow rock is added below the yellow rock. The left side of the big rock is altered; a shadow is added at the bottom, the sand nearby is distorted, the shadings on the blue pillar is altered. Other that these changes, the entire image is blurred very slightly. ']","['The orange color of the rock is too intense that it makes it unrealistic.', '', ""The yellowish hay was removed and replaced by yellowish brown rock. The edges of the rock are smooth and have a glow. The rock looks a bit odd and doesn't fit with the picture. ""]","['', '', 'The rock is blurry and has lower resolution than the rest of the image. ']",We can add a rock next to the elephants.,Add a rock to the sandy area where the baby elephant is standing.,[],"A rock was added to the scene, positioned next to the baby elephant.",A rock was added next to the elephants.,Add,429762_We can add a rock next to the elephants._1,test,https://d3f6n9ckq6wheg.cloudfront.net/429762_We+can+add+a+rock+next+to+the+elephants._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_We%20can%20add%20a%20rock%20next%20to%20the%20elephants..png,"[{""DispenseROPTrigger"":""2"",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":true},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The hay on the scene was changed into an orange rock. Another smaller rock was added in front of the orange rock. The blue pole on the immediate side of the orange rock has a different texture, as well as the surrounding dirt at the bottom of the rock, now showing a small shadow. "",""is_good_quality"":{""good_quality"":true,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The orange color of the rock is too intense that it makes it unrealistic.""}]","[2, 3, 2]","[True, True, True]","[False, True, False]","[2, 0, 2]","[False, True, False]","[False, False, True]","[False, True, True]","[4, 3, 2]"
